question,answer,tag,law_article,clean_question
Xin giấy xác nhận cư trú ở đâu?,"Theo hướng dẫn tại Quyết định 5548/QĐ-BCA-C06 thì công dân có nhu cầu xin giấy xác nhận thông tin cư trú có thể xin tại:
- Công an cấp xã.
- Trực tuyến qua các cổng cung cấp dịch vụ công trực tuyến như: Trực tuyến tại Cổng dịch vụ công qua Cổng dịch vụ công quốc gia, hoặc qua Cổng dịch vụ công Bộ Công an, Cổng dịch vụ công quản lý cư trú.
Thêm vào đó, khoản 1 Điều 17 Thông tư 55/2021/TT-BCA quy định:
Như vậy, công dân có thể xin giấy xác nhận cư trú tại cơ quan đăng ký cư trú trên cả nước mà không phụ thuộc vào nơi đó mình có thường trú hoặc tạm trú hay không.
Nội dung xác nhận thông tin về cư trú bao gồm:
- Thời gian,
- Địa điểm,
- Hình thức đăng ký cư trú.
Xác nhận thông tin về cư trú có giá trị 06 tháng kể từ ngày cấp đối với trường hợp quy định tại khoản 1 Điều 19 Luật Cư trú xác nhận về việc khai báo cư trú và có giá trị 30 ngày kể từ ngày cấp đối với trường hợp xác nhận thông tin về cư trú. Trường hợp thông tin về cư trú của công dân có sự thay đổi, điều chỉnh và được cập nhật trong Cơ sở dữ liệu về cư trú thì xác nhận thông tin về cư trú hết giá trị kể từ thời điểm thay đổi.
Ngoài ra, công dân thực hiện xin giấy xác nhận trong khoảng thời gian: Giờ hành chính các ngày làm việc từ thứ 2 đến thứ 6 và sáng thứ 7 hàng tuần (trừ các ngày nghỉ lễ, tết theo quy định của pháp luật).
Xêm thêm: Cách tải, sử dụng ứng dụng VNeID thay giấy xác nhận cư trú? Ứng dụng VNeID có thể thay thế giấy xác nhận cư trú?

Giấy xác nhận thông tin cư trú xin ở đâu? (Hình từ Internet)",Thông tin về cư trú,Thông tư 55/2021/TT-BCA,xin giấy xác nhận cư trú ở đâu?
Xin giấy xác nhận cư trú cần những gì?,"Theo hướng dẫn tại Quyết định 5548/QĐ-BCA-C06 khi xin giấy xác nhận cư trú công dân chuẩn bị: Tờ khai thay đổi thông tin cư trú (Mẫu CT01 ban hành kèm theo Thông tư 56/2021/TT-BCA ).
tải
Kể từ ngày nhận được hồ sơ hợp lệ, cơ quan đăng ký cư trú có trách nhiệm cấp xác nhận thông tin về cư trú cho công dân trong thời hạn 01 ngày làm việc với trường hợp thông tin có trong Cơ sở dữ liệu quốc gia về dân cư và trong thời hạn 03 ngày làm việc với trường hợp cần xác minh; trường hợp từ chối giải quyết xác nhận thông tin về cư trú thì phải trả lời bằng văn bản và nêu rõ lý do.",Thông tin về cư trú,Thông tư 56/2021/TT-BCA,xin giấy xác nhận cư trú cần những gì?
Trình tự xin giấy xác nhận cư trú?,"- Bước 1: Cá nhân, tổ chức chuẩn bị hồ sơ theo quy định của pháp luật.
- Bước 2: Cá nhân, tổ chức nộp hồ sơ tại Công an cấp xã.
- Bước 3: Khi tiếp nhận hồ sơ xác nhận thông tin về cư trú, cơ quan đăng ký cư trú kiểm tra tính pháp lý và nội dung hồ sơ:
+ Trường hợp hồ sơ đã đầy đủ, hợp lệ thì tiếp nhận hồ sơ và cấp Phiếu tiếp nhận hồ sơ và hẹn trả kết quả (mẫu CT04 ban hành kèm theo Thông tư 56/2021/TT-BCA ) cho người đăng ký;
+ Trường hợp hồ sơ đủ điều kiện nhưng chưa đủ hồ sơ thì hướng dẫn bổ sung, hoàn thiện và cấp Phiếu hướng dẫn bổ sung, hoàn thiện hồ sơ (mẫu CT05 ban hành kèm theo Thông tư 56/2021/TT-BCA ) cho người đăng ký;
+ Trường hợp hồ sơ không đủ điều kiện thì từ chối và cấp Phiếu từ chối tiếp nhận, giải quyết hồ sơ (mẫu CT06 ban hành kèm theo Thông tư 56/2021/TT-BCA ) cho người đăng ký.
- Bước 4: Căn cứ theo ngày hẹn trên Phiếu tiếp nhận hồ sơ và hẹn trả kết quả để nhận thông báo kết quả giải quyết thủ tục đăng ký cư trú (nếu có).
Lưu ý:
- Trường hợp hồ sơ hợp lệ, đủ điều kiện cơ quan đăng ký cư trú cấp xác nhận thông tin về cư trú (mẫu CT07 ban hành kèm theo Thông tư 56/2021/TT-BCA ).
- Trường hợp từ chối giải quyết tách hộ thì phải có văn bản trả lời và nêu rõ lý do (mẫu CT06 ban hành kèm theo Thông tư 56/2021/TT-BCA ).",Thông tin về cư trú,Thông tư 56/2021/TT-BCA,trình tự xin giấy xác nhận cư trú?
Có bắt buộc chuyển hộ khẩu khi chuyển chỗ ở ngoài phạm vi tỉnh đã đăng ký thường trú trước đó không?,"Căn cứ theo quy định tại khoản 4 Điều 22 Luật Cư trú 2020 về thủ tục đăng ký thường trú thì n gười đã đăng ký thường trú mà chuyển đến chỗ ở hợp pháp khác và đủ điều kiện đăng ký thường trú có trách nhiệm đăng ký thường trú tại nơi ở mới theo quy định của Luật này trong thời hạn 12 tháng kể từ ngày đủ điều kiện đăng ký.
Chỗ ở hợp pháp là nơi được sử dụng để sinh sống, thuộc quyền sở hữu hoặc quyền sử dụng của công dân, bao gồm nhà ở, tàu, thuyền, phương tiện khác có khả năng di chuyển hoặc chỗ ở khác theo quy định của pháp luật theo quy định tại khoản 1 Điều 2 Luật Cư trú 2020 .
Bên cạnh đó, theo quy định tại Điều 23 Luật Cư trú 2020 về những địa điểm không được đăng ký thường trú mới như sau:
Theo đó, trường hơp chị đã đăng ký thường trú mà chuyển đến chỗ ở hợp pháp khác và đủ điều kiện đăng ký thường trú, không thuộc các trường hợp địa điểm không được đăng ký thường trú mới có trách nhiệm đăng ký thường trú tại nơi ở mới theo quy định trong thời hạn 12 tháng kể từ ngày đủ điều kiện đăng ký.

Đăng ký thường trú (Hình từ Internet)",Đăng ký thường trú,Điều 2 Luật Cư trú 2020; Điều 22 Luật Cư trú 2020; Điều 23 Luật Cư trú 2020,có bắt buộc chuyển hộ khẩu khi chuyển chỗ ở ngoài phạm vi tỉnh đã đăng ký thường trú trước đó không?
Trình tự thủ tục đăng ký thường trú do chuyển chỗ ở được quy định như thế nào?,"Theo Luật Cư trú 2020 , Quyết định 5548/QĐ-BCA-C06 năm 2021 quy định về trình tự đăng ký thường trú thực hiện theo các bước sau:
Bước 1: Chuẩn bị hồ sơ theo quy định tại khoản 1 Điều 21 Luật Cư trú 2020 gồm:
- Tờ khai thay đổi thông tin cư trú;
- Giấy tờ, tài liệu chứng minh việc sở hữu chỗ ở hợp pháp.
Bước 2: Nộp hồ sơ theo khoản 1, khoản 2 Điều 22 Luật Cư trú 2020 như sau:
Người đăng ký thường trú nộp hồ sơ đến cơ quan đăng ký cư trú nơi mình cư trú. Cụ thể là công an xã, phường, thị trấn, nếu không có đơn vị hành chính cấp xã, hồ sơ nộp tại công an cấp huyện.
Khi tiếp nhận hồ sơ đăng ký thường trú, cơ quan đăng ký cư trú kiểm tra và cấp phiếu tiếp nhận hồ sơ cho người đăng ký; trường hợp hồ sơ chưa đầy đủ thì hướng dẫn người đăng ký bổ sung hồ sơ.
Bước 3: Nộp lệ phí
Nộp lệ phí đăng ký sẽ căn cứ theo quy định của từng địa phương.
Bước 4: Nhận kết quả
Theo quy định tại khoản 3 Điều 22 Luật Cư trú 2020 t rong thời hạn 07 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ, cơ quan đăng ký cư trú có trách nhiệm thẩm định, cập nhật thông tin về nơi thường trú mới của người đăng ký vào Cơ sở dữ liệu về cư trú và thông báo cho người đăng ký về việc đã cập nhật thông tin đăng ký thường trú ; trường hợp từ chối đăng ký thì phải trả lời bằng văn bản và nêu rõ lý do.
Tải Tờ khai thay đổi thông tin cư trú CT01 mới nhất hiện nay
tại đây",Đăng ký thường trú,Luật Cư trú 2020; Điều 21 Luật Cư trú 2020; Điều 22 Luật Cư trú 2020,trình tự thủ tục đăng ký thường trú do chuyển chỗ ở được quy định như thế nào?
Không làm thủ tục đăng ký thường trú khi chuyển đến chỗ ở hợp pháp khác có bị xử phạt không?,"Căn cứ điểm a khoản 1 Điều 9 Nghị định 144/2021/NĐ-CP quy định về vi phạm quy định về đăng ký và quản lý cư trú như sau:
Như vậy, căn cứ quy định trên thì người dân đủ điều kiện đăng ký thường trú thì phải làm thủ tục chuyển hộ khẩu trong thời hạn 01 năm kể từ ngày thay đổi chỗ ở hợp pháp. Nếu quá thời hạn nói trên không thực hiện đúng quy định về đăng ký thường trú, có thể bị phạt tiền từ 500.000 đồng đến 1.000.000 đồng.
Lưu ý: Căn cứ khoản 2 Điều 4 Nghị định 144/2021/NĐ-CP quy định về mức phạt đối với tổ chức vi phạm với mức phạt tiền gấp 02 lần mức phạt tiền đối với cá nhân.",Đăng ký thường trú,Điều 4 Nghị định 144/2021/NĐ-CP; Điều 9 Nghị định 144/2021/NĐ-CP,không làm thủ tục đăng ký thường trú khi chuyển đến chỗ ở hợp pháp khác có bị xử phạt không?
Nhận được lệnh khám nghĩa vụ quân sự nhưng công dân đã chuyển nơi cư trú thì sao?,"Về vấn đề của anh, tại Điều 15 Luật Nghĩa vụ quân sự 2015 quy định như sau:
Bên cạnh đó, Điều 11 Luật Cư trú 2020 cũng quy định về nơi cư trú như sau:
Theo quy định trên thì cả cơ quan có thẩm quyền ở nơi đăng ký thường trú và cơ quan có thẩm quyền ở nơi đăng ký tạm trú đều có quyền xét tuyển công dân nhập ngũ.
Do đó, nơi thường trú vẫn có thể thực hiện thông báo gọi thực hiện khám ở địa phương. Còn nếu anh muốn đăng ký nghĩa vụ quân sự ở nơi tạm trú thì anh sẽ phải làm thủ tục di chuyển nơi đăng ký nghĩa vụ quân sự và phải đăng ký trước khi có lệnh gọi.
Còn nếu đã có lệnh gọi khám nghĩa vụ quân sự thì anh không thể thay đổi nơi khám được.

Nhận được lệnh khám nghĩa vụ quân sự nhưng công dân đã chuyển nơi cư trú thì sao? (Hình minh họa)",Nghĩa vụ quân sự,Điều 11 Luật Cư trú 2020; Điều 15 Luật Nghĩa vụ quân sự 2015,nhận được lệnh khám nghĩa vụ quân sự nhưng công dân đã chuyển nơi cư trú thì sao?
Công dân có được bảo đảm bí mật thông tin cá nhân trong Cơ sở dữ liệu về cư trú không?,"Căn cứ Điều 8 Luật Cư trú 2020 về quyền của công dân về cư trú như sau:
Như vậy, công dân được bảo đảm bí mật thông tin cá nhân, thông tin về hộ gia đình trong Cơ sở dữ liệu về cư trú, trừ trường hợp cung cấp theo quy định của pháp luật.",Cơ sở dữ liệu về cư trú,Luật Cư trú 2020,công dân có được bảo đảm bí mật thông tin cá nhân trong cơ sở dữ liệu về cư trú không?
Thế nào là nơi thường trú?,"Căn cứ theo quy định tại khoản 8 Điều 2 Luật Cư trú 2020 quy định nơi thường trú là nơi công dân sinh sống ổn định, lâu dài và đã được đăng ký thường trú
Đồng thời, tại khoản 10 Điều 2 Luật Cư trú 2020 quy định nơi ở hiện tại là nơi thường trú hoặc nơi tạm trú mà công dân đang thường xuyên sinh sống. Trường hợp không có nơi thường trú, nơi tạm trú thì nơi ở hiện tại là nơi công dân đang thực tế sinh sống.
Như vậy, người dân có thể sinh sống tại nơi thường trú hoặc nơi tạm trú. Theo thực tế hiện nay, đối với nơi thường trú thì người dân sẽ có thời gian sinh sống ổn định và lâu dài hơn.
Đồng thời, tại Điều 9 Luật Cư trú 2020 đã quy định về nghĩa vụ của công dân về cư trú:
- Thực hiện việc đăng ký cư trú theo quy định của Luật này và quy định khác của pháp luật có liên quan.
- Cung cấp đầy đủ, chính xác, kịp thời thông tin, giấy tờ, tài liệu về cư trú của mình cho cơ quan, người có thẩm quyền và chịu trách nhiệm về thông tin, giấy tờ, tài liệu đã cung cấp.
- Nộp lệ phí đăng ký cư trú theo quy định của pháp luật về phí và lệ phí.

Làm thẻ Căn cước công dân như thế nào khi đã đăng ký thường trú ở chỗ mới nhưng chưa cắt hộ khẩu ở chỗ cũ? (Hình internet)","Căn cước công dân, Đăng ký thường trú",Luật Cư trú 2020,thế nào là nơi thường trú?
Làm thẻ Căn cước công dân như thế nào khi đã đăng ký thường trú ở chỗ mới nhưng chưa cắt hộ khẩu ở chỗ cũ?,"Hiện nay, theo quy định pháp luật tại Điều 3 Luật Cư trú 2020 quy định:
Như vậy, mỗi công dân chỉ có duy nhất một nơi thường trú, việc chuyển nơi đăng ký thường trú ở chỗ mới nhưng chưa cắt đăng ký thường trú ở chỗ cũ là không đúng quy định của Luật Cư trú.
Hiện nay, việc quản lý cư trú được thực hiện hoàn toàn trên hệ thống công nghệ thông tin, theo đó, mỗi công dân chỉ có một thông tin duy nhất về nơi thường trú trên hệ thống phần mềm
Vì vậy, người dân cần liên hệ với cơ quan đăng ký cư trú nơi đang thường trú ở chỗ mới để được cập nhật thông tin chính xác về nơi thường trú vào Cơ sở dữ liệu về cư trú, Cơ sở dữ liệu quốc gia về dân cư.
Sau khi thông tin về cư trú đã được cập nhật trên hệ thống Cơ sở dữ liệu về cư trú thì có thể đến cơ quan Công an cấp huyện, cấp tỉnh nơi có đăng ký thường trú, đăng ký tạm trú thời điểm hiện tại để được tiếp nhận hồ sơ đề nghị cấp thẻ Căn cước công dân gắn chíp điện tử.","Căn cước công dân, Đăng ký thường trú",Luật Cư trú 2020,làm thẻ căn cước công dân như thế nào khi đã đăng ký thường trú ở chỗ mới nhưng chưa cắt hộ khẩu ở chỗ cũ?
